run,alpha,method,accuracies
1000,0.2,wt,1
1000,0.2,wt2,1
1000,0.2,l,1
1000,0.2,l2,1
1000,0.2,fg,1
1000,0.2,fg2,1
1000,0.2,eb,0.64
1000,0.2,eb2,0.64
1000,0.2,im,1
1000,0.2,im2,1
1000,0.2,lp,1
1000,0.2,lp2,1
1000,0.2,sl,1
1000,0.2,sl2,1
999,0.2,wt,1
999,0.2,wt2,1
999,0.2,l,1
999,0.2,l2,1
999,0.2,fg,1
999,0.2,fg2,1
999,0.2,eb,0.84
999,0.2,eb2,0.84
999,0.2,im,1
999,0.2,im2,1
999,0.2,lp,1
999,0.2,lp2,1
999,0.2,sl,1
999,0.2,sl2,1
998,0.2,wt,1
998,0.2,wt2,1
998,0.2,l,1
998,0.2,l2,1
998,0.2,fg,1
998,0.2,fg2,1
998,0.2,eb,0.48
998,0.2,eb2,0.62
998,0.2,im,1
998,0.2,im2,1
998,0.2,lp,1
998,0.2,lp2,1
998,0.2,sl,1
998,0.2,sl2,1
997,0.2,wt,1
997,0.2,wt2,1
997,0.2,l,1
997,0.2,l2,1
997,0.2,fg,1
997,0.2,fg2,1
997,0.2,eb,0.44
997,0.2,eb2,0.66
997,0.2,im,1
997,0.2,im2,1
997,0.2,lp,1
997,0.2,lp2,1
997,0.2,sl,1
997,0.2,sl2,1
996,0.2,wt,1
996,0.2,wt2,1
996,0.2,l,1
996,0.2,l2,1
996,0.2,fg,1
996,0.2,fg2,1
996,0.2,eb,0.82
996,0.2,eb2,0.82
996,0.2,im,1
996,0.2,im2,1
996,0.2,lp,1
996,0.2,lp2,1
996,0.2,sl,1
996,0.2,sl2,1
995,0.2,wt,1
995,0.2,wt2,1
995,0.2,l,1
995,0.2,l2,1
995,0.2,fg,1
995,0.2,fg2,1
995,0.2,eb,0.36
995,0.2,eb2,1
995,0.2,im,1
995,0.2,im2,1
995,0.2,lp,1
995,0.2,lp2,1
995,0.2,sl,1
995,0.2,sl2,1
994,0.2,wt,1
994,0.2,wt2,1
994,0.2,l,1
994,0.2,l2,1
994,0.2,fg,1
994,0.2,fg2,1
994,0.2,eb,0.7
994,0.2,eb2,0.78
994,0.2,im,1
994,0.2,im2,1
994,0.2,lp,1
994,0.2,lp2,1
994,0.2,sl,1
994,0.2,sl2,1
993,0.2,wt,1
993,0.2,wt2,1
993,0.2,l,1
993,0.2,l2,1
993,0.2,fg,0.98
993,0.2,fg2,0.98
993,0.2,eb,0.6
993,0.2,eb2,0.68
993,0.2,im,1
993,0.2,im2,1
993,0.2,lp,1
993,0.2,lp2,0.86
993,0.2,sl,1
993,0.2,sl2,1
992,0.2,wt,1
992,0.2,wt2,1
992,0.2,l,1
992,0.2,l2,1
992,0.2,fg,1
992,0.2,fg2,1
992,0.2,eb,0.5
992,0.2,eb2,0.88
992,0.2,im,1
992,0.2,im2,1
992,0.2,lp,1
992,0.2,lp2,0.82
992,0.2,sl,1
992,0.2,sl2,1
991,0.2,wt,1
991,0.2,wt2,1
991,0.2,l,1
991,0.2,l2,1
991,0.2,fg,1
991,0.2,fg2,1
991,0.2,eb,0.62
991,0.2,eb2,0.62
991,0.2,im,1
991,0.2,im2,1
991,0.2,lp,1
991,0.2,lp2,1
991,0.2,sl,1
991,0.2,sl2,1
990,0.2,wt,1
990,0.2,wt2,1
990,0.2,l,1
990,0.2,l2,1
990,0.2,fg,1
990,0.2,fg2,1
990,0.2,eb,0.62
990,0.2,eb2,0.64
990,0.2,im,1
990,0.2,im2,1
990,0.2,lp,1
990,0.2,lp2,1
990,0.2,sl,1
990,0.2,sl2,1
989,0.2,wt,1
989,0.2,wt2,1
989,0.2,l,1
989,0.2,l2,1
989,0.2,fg,1
989,0.2,fg2,1
989,0.2,eb,0.68
989,0.2,eb2,0.74
989,0.2,im,1
989,0.2,im2,1
989,0.2,lp,1
989,0.2,lp2,1
989,0.2,sl,1
989,0.2,sl2,1
